TITLE,PEGDA 1500 MgTFSI 30 03_05_18,
1174.4148,47.5706,
1175.4148,44.8732,
1176.4148,60.983,
1177.4148,72.5497,
1178.4148,64.0302,
1179.4148,46.4322,
1180.4148,36.9196,
1181.4148,53.3388,
1182.4148,78.0452,
1183.4148,78.1682,
1184.4148,73.9915,
1185.4148,90.0863,
1186.4148,94.2393,
1187.4148,73.1111,
1188.4148,73.2261,
1189.4148,100.795,
1190.4148,110.589,
1191.4148,100.794,
1192.4148,97.6526,
1193.4148,101.798,
1194.4148,106.352,
1195.4148,115.014,
1196.4148,127.302,
1197.4148,129.993,
1198.4148,119.53,
1199.4148,105.344,
1200.4148,95.3766,
1201.4148,94.4076,
1202.4148,96.7436,
1203.4148,93.9607,
1204.4148,82.735,
1205.4148,66.6237,
1206.4148,60.0744,
1207.4148,64.5952,
1208.4148,66.0804,
1209.4148,58.9824,
1210.4148,45.531,
1211.4148,36.8116,
1212.4148,41.1526,
1213.4148,46.3616,
1214.4148,43.3934,
1215.4148,37.287,
1216.4148,35.7594,
1217.4148,46.3461,
1218.4148,60.5883,
1219.4148,63.7075,
1220.4148,63.151,
1221.4148,69.6307,
1222.4148,79.1472,
1223.4148,89.1001,
1224.4148,103.953,
1225.4148,121.661,
1226.4148,133.786,
1227.4148,140.343,
1228.4148,146.39,
1229.4148,156.878,
1230.4148,170.204,
1231.4148,167.098,
1232.4148,145.82,
1233.4148,135.345,
1234.4148,143.884,
1235.4148,158.689,
1236.4148,166.759,
1237.4148,159.618,
1238.4148,147.85,
1239.4148,142.996,
1240.4148,146.075,
1241.4148,152.003,
1242.4148,150.47,
1243.4148,144.698,
1244.4148,145.509,
1245.4148,141.312,
1246.4148,119.385,
1247.4148,99.2556,
1248.4148,96.706,
1249.4148,104.896,
1250.4148,113.315,
1251.4148,111.494,
1252.4148,102.146,
1253.4148,95.1256,
1254.4148,92.3952,
1255.4148,90.4435,
1256.4148,78.1012,
1257.4148,57.2276,
1258.4148,52.023,
1259.4148,61.0386,
1260.4148,60.0231,
1261.4148,50.0426,
1262.4148,43.6539,
1263.4148,43.7848,
1264.4148,48.8126,
1265.4148,53.0452,
1266.4148,59.7464,
1267.4148,83.0556,
1268.4148,116.101,
1269.4148,139.529,
1270.4148,156.781,
1271.4148,177.555,
1272.4148,201.248,
1273.4148,225.839,
1274.4148,250.683,
1275.4148,275.321,
1276.4148,299.444,
1277.4148,323.753,
1278.4148,349.745,
1279.4148,380.015,
1280.4148,412.277,
1281.4148,431.679,
1282.4148,435.752,
1283.4148,440.588,
1284.4148,452.185,
1285.4148,467.579,
1286.4148,481.311,
1287.4148,487.342,
1288.4148,480.937,
1289.4148,467.045,
1290.4148,466.401,
1291.4148,477.919,
1292.4148,479.531,
1293.4148,469.03,
1294.4148,455.395,
1295.4148,447.126,
1296.4148,447.331,
1297.4148,447.031,
1298.4148,441.134,
1299.4148,431.748,
1300.4148,422.232,
1301.4148,414.998,
1302.4148,403.416,
1303.4148,382.724,
1304.4148,363.897,
1305.4148,351.765,
1306.4148,336.948,
1307.4148,316.242,
1308.4148,293.258,
1309.4148,273.809,
1310.4148,261.128,
1311.4148,244.877,
1312.4148,219.162,
1313.4148,193.31,
1314.4148,173.124,
1315.4148,158.205,
1316.4148,143.283,
1317.4148,123.178,
1318.4148,106.094,
1319.4148,98.7997,
1320.4148,94.7061,
1321.4148,88.7965,
1322.4148,80.6754,
1323.4148,69.8812,
1324.4148,56.5697,
1325.4148,46.1469,
1326.4148,43.4004,
1327.4148,45.5921,
1328.4148,50.1992,
1329.4148,56.9704,
1330.4148,62.7089,
1331.4148,62.9956,
1332.4148,63.3396,
1333.4148,68.0554,
1334.4148,62.1274,
1335.4148,45.0448,
1336.4148,48.0322,
1337.4148,67.4248,
1338.4148,68.4086,
1339.4148,61.4559,
1340.4148,69.9858,
1341.4148,73.8105,
1342.4148,58.8649,
1343.4148,45.8309,
1344.4148,43.5942,
1345.4148,44.5829,
1346.4148,49.5239,
1347.4148,60.5766,
1348.4148,62.2577,
1349.4148,48.0602,
1350.4148,43.1781,
1351.4148,55.4059,
1352.4148,67.5643,
1353.4148,75.0489,
1354.4148,80.1909,
1355.4148,75.0071,
1356.4148,59.7794,
1357.4148,63.4156,
1358.4148,89.853,
1359.4148,106.493,
1360.4148,102.292,
1361.4148,84.7042,
1362.4148,72.1777,
1363.4148,78.5633,
1364.4148,94.8766,
1365.4148,102.31,
1366.4148,77.2057,
1367.4148,43.4139,
1368.4148,48.8575,
1369.4148,75.5056,
1370.4148,89.8252,
1371.4148,85.438,
1372.4148,75.0012,
1373.4148,88.4841,
1374.4148,108.057,
1375.4148,89.9288,
1376.4148,62.4895,
1377.4148,62.5502,
1378.4148,68.1668,
1379.4148,66.9159,
1380.4148,74.9324,
1381.4148,80.4947,
1382.4148,57.635,
1383.4148,39.4874,
1384.4148,58.81,
1385.4148,76.9345,
1386.4148,72.6806,
1387.4148,69.9217,
1388.4148,73.5047,
1389.4148,72.3137,
1390.4148,66.4333,
1391.4148,61.4727,
1392.4148,65.6417,
1393.4148,75.4795,
1394.4148,71.0594,
1395.4148,54.7454,
1396.4148,44.6427,
1397.4148,44.3297,
1398.4148,50.0926,
1399.4148,53.7953,
1400.4148,50.8896,
1401.4148,43.6732,
1402.4148,42.4757,
1403.4148,58.0152,
1404.4148,70.6596,
1405.4148,63.1152,
1406.4148,54.7766,
1407.4148,55.1805,
1408.4148,52.9279,
1409.4148,48.9314,
1410.4148,51.1591,
1411.4148,53.4825,
1412.4148,50.9329,
1413.4148,53.6646,
1414.4148,61.8536,
1415.4148,61.2378,
1416.4148,51.5607,
1417.4148,42.1632,
1418.4148,42.1335,
1419.4148,52.6763,
1420.4148,57.3586,
1421.4148,51.1685,
1422.4148,44.4884,
1423.4148,40.2946,
1424.4148,38.3486,
1425.4148,45.6392,
1426.4148,65.0514,
1427.4148,86.8704,
1428.4148,104.984,
1429.4148,118.966,
1430.4148,131.104,
1431.4148,144.596,
1432.4148,161.197,
1433.4148,181.327,
1434.4148,203.827,
1435.4148,231.907,
1436.4148,271.504,
1437.4148,318.023,
1438.4148,361.75,
1439.4148,392.16,
1440.4148,411.482,
1441.4148,440.897,
1442.4148,479.842,
1443.4148,510.802,
1444.4148,525.744,
1445.4148,526.644,
1446.4148,532.435,
1447.4148,551.064,
1448.4148,571.573,
1449.4148,579.683,
1450.4148,566.327,
1451.4148,555.527,
1452.4148,567.069,
1453.4148,587.203,
1454.4148,605.954,
1455.4148,622.39,
1456.4148,631.464,
1457.4148,628.579,
1458.4148,621.305,
1459.4148,622.033,
1460.4148,644.818,
1461.4148,672.968,
1462.4148,669.648,
1463.4148,657.918,
1464.4148,669.519,
1465.4148,678.051,
1466.4148,674.987,
1467.4148,693.016,
1468.4148,723.4,
1469.4148,733.791,
1470.4148,744.426,
1471.4148,773.153,
1472.4148,786.935,
1473.4148,780.942,
1474.4148,787.923,
1475.4148,789.898,
1476.4148,753.914,
1477.4148,712.922,
1478.4148,693.875,
1479.4148,679.212,
1480.4148,654.549,
1481.4148,614.67,
1482.4148,566.09,
1483.4148,520.613,
1484.4148,490.441,
1485.4148,468.22,
1486.4148,421.305,
1487.4148,358.001,
1488.4148,310.561,
1489.4148,278.495,
1490.4148,248.83,
1491.4148,205.793,
1492.4148,158.662,
1493.4148,139.332,
1494.4148,134.785,
1495.4148,118.382,
1496.4148,102.248,
1497.4148,95.4725,
1498.4148,87.5635,
1499.4148,78.6579,
1500.4148,76.5825,
1501.4148,74.7872,
1502.4148,65.6314,
1503.4148,53.1079,
1504.4148,47.8138,
1505.4148,62.4528,
1506.4148,73.1124,
1507.4148,51.7266,
1508.4148,40.9694,
1509.4148,63.4344,
1510.4148,73.5267,
1511.4148,62.0961,
1512.4148,54.9194,
1513.4148,57.6095,
1514.4148,66.0965,
1515.4148,73.365,
1516.4148,71.689,
1517.4148,55.2779,
1518.4148,41.8052,
1519.4148,53.1409,
1520.4148,68.282,
1521.4148,67.3339,
1522.4148,54.7832,
1523.4148,44.754,
1524.4148,53.3963,
1525.4148,69.5232,
1526.4148,78.0728,
1527.4148,84.3015,
1528.4148,86.8578,
1529.4148,73.8196,
1530.4148,57.6004,
1531.4148,57.3955,
1532.4148,58.121,
1533.4148,51.958,
1534.4148,59.282,
1535.4148,74.3613,
1536.4148,72.0578,
1537.4148,61.153,
1538.4148,57.2497,
1539.4148,58.6181,
1540.4148,64.8393,
1541.4148,78.4364,
1542.4148,82.8962,
1543.4148,63.5581,
1544.4148,53.3953,
1545.4148,64.7809,
1546.4148,59.6597,
1547.4148,42.7009,
1548.4148,46.4726,
1549.4148,54.2106,
1550.4148,47.2386,
1551.4148,42.5771,
1552.4148,52.7048,
1553.4148,76.1287,
1554.4148,80.7473,
1555.4148,47.0556,
1556.4148,43.2126,
1557.4148,85.7501,
1558.4148,97.1693,
1559.4148,70.159,
1560.4148,44.309,
1561.4148,38.1641,
1562.4148,50.7593,
1563.4148,56.6605,
1564.4148,51.1337,
1565.4148,48.1712,
1566.4148,47.8235,
1567.4148,45.8159,
1568.4148,41.986,
1569.4148,42.1926,
1570.4148,55.6261,
1571.4148,64.7895,
1572.4148,51.5997,
1573.4148,47.0664,
1574.4148,67.0187,
1575.4148,87.6442,
1576.4148,93.62,
1577.4148,81.7899,
1578.4148,67.519,
1579.4148,66.7588,
1580.4148,84.4507,
1581.4148,105.623,
1582.4148,105.524,
1583.4148,105.597,
1584.4148,130.496,
1585.4148,164.248,
1586.4148,195.589,
1587.4148,227.764,
1588.4148,276.351,
1589.4148,351.65,
1590.4148,425.519,
1591.4148,482.991,
1592.4148,540.132,
1593.4148,608.749,
1594.4148,691.021,
1595.4148,766.135,
1596.4148,818.084,
1597.4148,851.628,
1598.4148,873.816,
1599.4148,887.172,
1600.4148,868.077,
1601.4148,803.436,
1602.4148,725.261,
1603.4148,648.552,
1604.4148,565.281,
1605.4148,473.123,
1606.4148,378.703,
1607.4148,305.324,
1608.4148,261.82,
1609.4148,234.271,
1610.4148,198.723,
1611.4148,142.001,
1612.4148,106.356,
1613.4148,110.884,
1614.4148,122.736,
1615.4148,129.263,
1616.4148,132.213,
1617.4148,124.476,
1618.4148,103.67,
1619.4148,80.884,
1620.4148,72.4741,
1621.4148,89.3596,
1622.4148,96.3516,
1623.4148,76.1596,
1624.4148,81.0177,
1625.4148,106.37,
1626.4148,97.166,
1627.4148,74.3781,
1628.4148,70.97,
1629.4148,69.7166,
1630.4148,61.4412,
1631.4148,54.7428,
1632.4148,59.6042,
1633.4148,76.8523,
1634.4148,79.6232,
1635.4148,64.6425,
1636.4148,62.0478,
1637.4148,71.8758,
1638.4148,79.169,
1639.4148,79.4185,
1640.4148,75.8379,
1641.4148,77.8468,
1642.4148,76.8461,
1643.4148,61.5032,
1644.4148,57.1849,
1645.4148,71.4659,
1646.4148,69.9412,
1647.4148,58.285,
1648.4148,63.6619,
1649.4148,65.7953,
1650.4148,49.9276,
1651.4148,37.1997,
1652.4148,39.5269,
1653.4148,55.128,
1654.4148,65.5356,
1655.4148,60.1747,
1656.4148,55.3931,
1657.4148,55.2527,
1658.4148,51.7307,
1659.4148,47.4665,
1660.4148,47.5165,
1661.4148,52.7551,
1662.4148,57.6203,
1663.4148,53.5819,
1664.4148,50.0251,
1665.4148,56.2965,
1666.4148,63.2054,
1667.4148,61.7623,
1668.4148,49.1896,
1669.4148,44.3909,
1670.4148,59.4146,
1671.4148,62.8561,
1672.4148,49.3364,
1673.4148,47.3949,
1674.4148,56.8206,
1675.4148,67.1685,
1676.4148,80.2689,
1677.4148,87.1821,
1678.4148,69.1734,
1679.4148,56.2473,
1680.4148,78.46,
1681.4148,89.6934,
1682.4148,69.6666,
1683.4148,47.7692,
1684.4148,41.8961,
1685.4148,55.3026,
1686.4148,69.1909,
1687.4148,72.3695,
1688.4148,69.4661,
1689.4148,65.6687,
1690.4148,64.6451,
1691.4148,65.8396,
1692.4148,66.6653,
1693.4148,63.1797,
1694.4148,53.1659,
1695.4148,40.4027,
1696.4148,45.2589,
1697.4148,64.1423,
1698.4148,60.4569,
1699.4148,44.5264,
1700.4148,44.0202,
1701.4148,48.1862,
1702.4148,52.2192,
1703.4148,68.9308,
1704.4148,87.5126,
1705.4148,89.0627,
1706.4148,77.1054,
1707.4148,67.0413,
1708.4148,79.0708,
1709.4148,86.433,
1710.4148,58.7116,
1711.4148,46.5816,
1712.4148,64.4604,
1713.4148,59.6306,
1714.4148,43.1071,
1715.4148,49.4164,
1716.4148,60.9631,
1717.4148,65.4532,
1718.4148,71.7584,
1719.4148,80.2623,
1720.4148,87.2223,
1721.4148,93.4281,
1722.4148,99.134,
1723.4148,102.716,
1724.4148,102.91,
1725.4148,100.747,
1726.4148,103.423,
1727.4148,109.214,
1728.4148,106.168,
1729.4148,102.208,
1730.4148,108.593,
1731.4148,115.476,
1732.4148,115.216,
1733.4148,107.91,
1734.4148,97.3584,
1735.4148,88.3481,
1736.4148,84.0631,
1737.4148,87.7965,
1738.4148,100.272,
1739.4148,100.241,
1740.4148,75.2193,
1741.4148,59.8239,
1742.4148,65.3957,
1743.4148,72.5579,
1744.4148,69.4221,
1745.4148,54.5022,
1746.4148,42.1038,
1747.4148,41.799,
1748.4148,53.7539,
1749.4148,61.8553,
1750.4148,57.3721,
1751.4148,59.2878,
1752.4148,65.1568,
1753.4148,56.7294,
1754.4148,47.809,
1755.4148,50.7072,
1756.4148,53.7116,
1757.4148,50.258,
1758.4148,42.6685,
1759.4148,45.8031,
1760.4148,62.8873,
1761.4148,71.955,
1762.4148,70.3274,
1763.4148,69.297,
1764.4148,74.4157,
1765.4148,78.2286,
1766.4148,59.5628,
1767.4148,39.9064,
1768.4148,52.3841,
1769.4148,74.1936,
1770.4148,81.4127,
1771.4148,68.9002,
1772.4148,59.3706,
1773.4148,71.7048,
1774.4148,69.8111,
1775.4148,53.0982,
1776.4148,66.1615,
1777.4148,82.6908,
1778.4148,69.1332,
1779.4148,61.7912,
1780.4148,73.747,
1781.4148,85.0299,
1782.4148,89.7139,
1783.4148,84.8176,
1784.4148,61.8251,
1785.4148,40.2027,
1786.4148,53.9098,
1787.4148,81.7376,
1788.4148,96.0168,
1789.4148,92.0232,
1790.4148,75.2108,
1791.4148,57.684,
1792.4148,55.6396,
1793.4148,65.9675,
1794.4148,58.1852,
1795.4148,48.709,
1796.4148,64.887,
1797.4148,67.6698,
1798.4148,52.072,
1799.4148,66.6527,
1800.4148,80.9835,
1801.4148,56.2428,
1802.4148,45.3691,
1803.4148,59.6997,
1804.4148,57.4116,
1805.4148,51.2465,
1806.4148,59.8487,
1807.4148,63.2837,
1808.4148,53.9702,
1809.4148,41.5577,
1810.4148,45.2127,
1811.4148,65.7885,
1812.4148,68.8222,
1813.4148,57.6525,
1814.4148,57.4008,
1815.4148,63.8202,
1816.4148,65.2201,
1817.4148,52.865,
1818.4148,45.0514,
1819.4148,58.3594,
1820.4148,59.1831,
1821.4148,45.8782,
1822.4148,55.8672,
1823.4148,66.3418,
1824.4148,51.5046,
1825.4148,41.7843,
1826.4148,50.1593,
1827.4148,65.4187,
1828.4148,70.4627,
1829.4148,61.3871,
1830.4148,59.9308,
1831.4148,69.2818,
1832.4148,77.0268,
1833.4148,68.3579,
1834.4148,47.9776,
1835.4148,45.7011,
1836.4148,64.7027,
1837.4148,89.5279,
1838.4148,95.9421,
1839.4148,85.0434,
1840.4148,81.404,
1841.4148,74.7233,
1842.4148,59.6266,
1843.4148,69.5808,
1844.4148,89.2163,
1845.4148,75.5652,
1846.4148,61.4941,
1847.4148,67.7354,
1848.4148,62.6461,
1849.4148,49.0183,
1850.4148,45.4586,
1851.4148,43.8747,
1852.4148,43.6471,
1853.4148,56.1871,
1854.4148,66.1829,
1855.4148,59.3353,
1856.4148,52.5011,
1857.4148,53.7329,
1858.4148,58.0548,
1859.4148,54.6092,
1860.4148,43.7783,
1861.4148,45.6591,
1862.4148,50.6017,
1863.4148,41.5334,
1864.4148,46.6429,
1865.4148,70.5191,
1866.4148,79.5532,
1867.4148,68.0391,
1868.4148,49.5008,
1869.4148,48.5288,
1870.4148,58.3832,
1871.4148,51.4513,
1872.4148,44.4205,
1873.4148,48.3466,
1874.4148,43.1472,
1875.4148,45.3628,
1876.4148,75.6223,
1877.4148,82.9396,
1878.4148,56.279,
1879.4148,44.7749,
1880.4148,48.666,
1881.4148,53.2416,
1882.4148,62.4536,
1883.4148,68.6275,
1884.4148,59.2603,
1885.4148,56.1103,
1886.4148,67.5222,
1887.4148,66.8869,
1888.4148,54.2057,
1889.4148,44.0432,
1890.4148,41.9583,
1891.4148,51.7041,
1892.4148,72.6334,
1893.4148,76.3871,
1894.4148,51.0975,
1895.4148,38.5555,
1896.4148,48.2494,
1897.4148,61.5524,
1898.4148,64.2419,
1899.4148,54.7148,
1900.4148,46.2157,
1901.4148,46.1259,
1902.4148,54.6098,
1903.4148,62.5934,
1904.4148,69.2281,
1905.4148,78.2923,
1906.4148,71.3806,
1907.4148,47.142,
1908.4148,42.0458,
1909.4148,58.409,
1910.4148,76.4019,
1911.4148,80.2983,
1912.4148,69.1386,
1913.4148,57.2813,
1914.4148,58.2627,
1915.4148,69.2742,
1916.4148,59.2252,
1917.4148,44.8136,
1918.4148,61.0583,
1919.4148,69.5879,
1920.4148,51.3462,
1921.4148,35.942,
1922.4148,52.5961,
1923.4148,95.3632,
1924.4148,84.9334,
1925.4148,42.3849,
1926.4148,52.5142,
1927.4148,64.8901,
1928.4148,48.3911,
1929.4148,52.8286,
1930.4148,70.4019,
1931.4148,73.4911,
1932.4148,73.1657,
1933.4148,67.9197,
1934.4148,47.2165,
1935.4148,46.992,
1936.4148,72.0983,
1937.4148,59.7125,
1938.4148,40.5807,
1939.4148,67.5123,
1940.4148,82.9382,
1941.4148,67.9356,
1942.4148,58.9897,
1943.4148,57.1908,
1944.4148,53.5113,
1945.4148,46.2035,
1946.4148,45.7728,
1947.4148,60.0652,
1948.4148,65.1954,
1949.4148,58.0614,
1950.4148,60.353,
1951.4148,61.9644,
1952.4148,53.5965,
1953.4148,50.1945,
1954.4148,52.2217,
1955.4148,51.355,
1956.4148,48.6162,
1957.4148,44.562,
1958.4148,39.275,
1959.4148,47.8414,
1960.4148,70.597,
1961.4148,71.5257,
1962.4148,63.7977,
1963.4148,78.3399,
1964.4148,81.6265,
1965.4148,59.1676,
1966.4148,36.509,
1967.4148,50.3556,
1968.4148,99.4723,
1969.4148,107.897,
1970.4148,74.0978,
1971.4148,46.2289,
1972.4148,47.9536,
1973.4148,67.997,
1974.4148,69.6128,
1975.4148,64.5982,
1976.4148,66.1077,
1977.4148,55.8941,
1978.4148,45.5558,
1979.4148,55.6714,
1980.4148,64.6934,
1981.4148,59.018,
1982.4148,45.3817,
1983.4148,43.5487,
1984.4148,61.0314,
1985.4148,76.4045,
1986.4148,77.191,
1987.4148,65.172,
1988.4148,61.9136,
1989.4148,64.7952,
1990.4148,51.3269,
1991.4148,43.7693,
1992.4148,59.1299,
1993.4148,79.9288,
1994.4148,83.4249,
1995.4148,62.4721,
1996.4148,54.2445,
1997.4148,63.0862,
1998.4148,61.9695,
1999.4148,51.5901,
2000.4148,43.0337,
2001.4148,47.5457,
2002.4148,56.4177,
2003.4148,57.5976,
2004.4148,55.0354,
2005.4148,48.4188,
2006.4148,38.2696,
2007.4148,49.8608,
2008.4148,75.5646,
2009.4148,67.5317,
2010.4148,52.587,
2011.4148,62.4675,
2012.4148,70.6601,
2013.4148,68.424,
2014.4148,63.9589,
2015.4148,63.0601,
2016.4148,66.3007,
2017.4148,69.3613,
2018.4148,69.1139,
2019.4148,62.505,
2020.4148,47.6776,
2021.4148,42.9223,
2022.4148,60.3636,
2023.4148,63.8288,
2024.4148,52.1316,
2025.4148,55.7576,
2026.4148,67.1204,
2027.4148,72.4742,
2028.4148,66.6632,
2029.4148,52.1935,
2030.4148,41.439,
2031.4148,57.7979,
2032.4148,74.6195,
2033.4148,53.1097,
2034.4148,47.3696,
2035.4148,69.7941,
2036.4148,71.5741,
2037.4148,66.1974,
2038.4148,68.4407,
2039.4148,56.1623,
2040.4148,42.6501,
2041.4148,50.1769,
2042.4148,63.1238,
2043.4148,68.7366,
2044.4148,65.1978,
2045.4148,61.8675,
2046.4148,60.6538,
2047.4148,51.869,
2048.4148,43.666,
2049.4148,49.1765,
2050.4148,72.2784,
2051.4148,85.6116,
2052.4148,61.5996,
2053.4148,36.5494,
2054.4148,35.6597,
2055.4148,55.4966,
2056.4148,70.9244,
2057.4148,68.0233,
2058.4148,59.091,
2059.4148,51.2967,
2060.4148,46.4959,

##### Extended Information,,
[Comments],,
Sample name,PEGDA 1500 MgTFSI 30 03_05_18,
Comment,,
User,,
Division,,
Company,JASCO,
,,
[Detailed Information],,
Creation date,3/5/18 10:27,
,,
Data array type,Linear data array,
Horizontal axis,Raman Shift [cm-1],
Vertical axis,Int.,
Start,212.415 cm-1,
End,2060.41 cm-1,
Data interval,1 cm-1,
Data points,1849,
,,
[Measurement Information],,
Model Name,NRS-5100,
Serial Number,B002561420,
,,
Exposure,45 sec,
Accumulation,20,
Center wavenumber,1200.57 cm-1,
Z position,14191.9 um,
Binning Upper,111,
Binning Lower,165,
Valid Channel,1 - 1024,
CCD,DU420_OE,
,,
Laser wavelength,532.10 nm,
Monochromator,Single,
Grating,1200 l/mm,
Slit,200 x 1000 um,
Aperture,d-40 um,
Notch filter,532.0 nm,
Resolution,13.84 cm-1, 1.81 cm-1/pixel
Objective lens,UMPLFL 20 x,
BS/DM,BS 30/70,
1/2 plate,Not fitted,
Polarization,Not fitted,
Laser power,3.4 mW,
Attenuator,Open,
Cosmic ray reduction,On,
Delete Fluorence,R=100,
CCD temperature,-69.0 C,